track_index,recommendations,user_index,rating
6,,9,0.9184601306915283
6,,9,0.9184601306915283
9,,9,0.9184374809265137
9,,9,0.9184374809265137
12,,9,0.9184601306915283
12,,9,0.9184601306915283
13,,0,0.9202883839607239
13,,0,0.9202883839607239
14,,9,0.9184601306915283
14,,9,0.9184601306915283
16,,5,0.9285351037979126
16,,5,0.9285351037979126
17,,3,0.9732326865196228
17,,3,0.9732326865196228
18,,4,0.9400398135185242
18,,4,0.9400398135185242
23,,3,0.9951192140579224
23,,3,0.9951192140579224
38,,9,0.9184601306915283
38,,9,0.9184601306915283
39,,5,0.9274042248725891
39,,5,0.9274042248725891
46,,3,0.9707939624786377
46,,3,0.9707939624786377
48,,2,0.9582522511482239
48,,2,0.9582522511482239
51,,9,0.9184601306915283
51,,9,0.9184601306915283
62,,9,0.9184601306915283
62,,9,0.9184601306915283
64,,9,0.9184601306915283
64,,9,0.9184601306915283
67,,3,0.9934728741645813
67,,3,0.9934728741645813
70,,3,0.992727518081665
70,,3,0.992727518081665
74,,3,0.9425420761108398
74,,3,0.9425420761108398
82,,9,0.9184601306915283
82,,9,0.9184601306915283
86,,5,0.9636850953102112
86,,5,0.9636850953102112
93,,9,0.918537974357605
93,,9,0.918537974357605
94,,0,0.9226539134979248
94,,0,0.9226539134979248
105,,9,0.9184601306915283
105,,9,0.9184601306915283
107,,3,0.9846407175064087
107,,3,0.9846407175064087
117,,3,0.9705566763877869
117,,3,0.9705566763877869
121,,3,0.990383505821228
121,,3,0.990383505821228
125,,0,0.9215408563613892
125,,0,0.9215408563613892
138,,0,0.9215408563613892
138,,0,0.9215408563613892
141,,9,0.9184601306915283
141,,9,0.9184601306915283
146,,9,0.9184601306915283
146,,9,0.9184601306915283
148,,4,0.960915744304657
148,,4,0.960915744304657
151,,0,0.9343946576118469
151,,0,0.9343946576118469
157,,3,0.9720983505249023
157,,3,0.9720983505249023
161,,8,0.9349417686462402
161,,8,0.9349417686462402
165,,3,0.9373634457588196
165,,3,0.9373634457588196
171,,9,0.9184601306915283
171,,9,0.9184601306915283
181,,9,0.9184374809265137
181,,9,0.9184374809265137
186,,9,0.9184601306915283
186,,9,0.9184601306915283
190,,5,0.9242698550224304
190,,5,0.9242698550224304
194,,9,0.9184601306915283
194,,9,0.9184601306915283
198,,2,0.9798399209976196
198,,2,0.9798399209976196
202,,2,0.9271605610847473
202,,2,0.9271605610847473
203,,0,0.9232579469680786
203,,0,0.9232579469680786
218,,3,0.9812639355659485
218,,3,0.9812639355659485
221,,9,0.9184601306915283
221,,9,0.9184601306915283
223,,9,0.9184601306915283
223,,9,0.9184601306915283
225,,3,0.9545358419418335
225,,3,0.9545358419418335
227,,9,0.9184601306915283
227,,9,0.9184601306915283
231,,9,0.9184601306915283
231,,9,0.9184601306915283
232,,5,0.9285941123962402
232,,5,0.9285941123962402
233,,3,0.9894408583641052
233,,3,0.9894408583641052
243,,3,0.9847811460494995
243,,3,0.9847811460494995
246,,3,0.9728736877441406
246,,3,0.9728736877441406
249,,9,0.9184601306915283
249,,9,0.9184601306915283
250,,3,0.9458546042442322
250,,3,0.9458546042442322
257,,9,0.9469684362411499
257,,9,0.9469684362411499
261,,9,0.9184601306915283
261,,9,0.9184601306915283
263,,0,0.9471600651741028
263,,0,0.9471600651741028
265,,9,0.9184601306915283
265,,9,0.9184601306915283
266,,3,0.9230749011039734
266,,3,0.9230749011039734
273,,0,0.9232579469680786
273,,0,0.9232579469680786
275,,3,0.9459051489830017
275,,3,0.9459051489830017
277,,5,0.9256479144096375
277,,5,0.9256479144096375
280,,9,0.9184601306915283
280,,9,0.9184601306915283
282,,3,0.9425941705703735
282,,3,0.9425941705703735
294,,3,0.9601877927780151
294,,3,0.9601877927780151
295,,9,0.9469684362411499
295,,9,0.9469684362411499
298,,3,0.9607187509536743
298,,3,0.9607187509536743
299,,9,0.9184601306915283
299,,9,0.9184601306915283
300,,5,0.9242698550224304
300,,5,0.9242698550224304
304,,9,0.9184601306915283
304,,9,0.9184601306915283
310,,3,0.9846821427345276
310,,3,0.9846821427345276
311,,9,0.918537974357605
311,,9,0.918537974357605
317,,3,0.9788053035736084
317,,3,0.9788053035736084
320,,9,0.9184601306915283
320,,9,0.9184601306915283
321,,9,0.9184601306915283
321,,9,0.9184601306915283
323,,9,0.9183810353279114
323,,9,0.9183810353279114
327,,9,0.9184601306915283
327,,9,0.9184601306915283
331,,9,0.9184601306915283
331,,9,0.9184601306915283
335,,9,0.9184601306915283
335,,9,0.9184601306915283
336,,9,0.9618337154388428
336,,9,0.9618337154388428
338,,5,0.940721333026886
338,,5,0.940721333026886
340,,3,0.9427775740623474
340,,3,0.9427775740623474
341,,3,0.9197598695755005
341,,3,0.9197598695755005
343,,9,0.9184601306915283
343,,9,0.9184601306915283
344,,9,0.9184601306915283
344,,9,0.9184601306915283
346,,7,0.9460399746894836
346,,7,0.9460399746894836
348,,3,0.9554184675216675
348,,3,0.9554184675216675
349,,3,0.9913859963417053
349,,3,0.9913859963417053
350,,9,0.9184601306915283
350,,9,0.9184601306915283
352,,3,0.9612863659858704
352,,3,0.9612863659858704
357,,9,0.9184601306915283
357,,9,0.9184601306915283
360,,9,0.9184601306915283
360,,9,0.9184601306915283
362,,9,0.9214081764221191
362,,9,0.9214081764221191
364,,9,0.9214081764221191
364,,9,0.9214081764221191
365,,9,0.9214081764221191
365,,9,0.9214081764221191
367,,9,0.9214081764221191
367,,9,0.9214081764221191
370,,9,0.9214081764221191
370,,9,0.9214081764221191
374,,9,0.9265887141227722
374,,9,0.9265887141227722
375,,3,0.9351931214332581
375,,3,0.9351931214332581
